id,pharmacy_id,medicine_id,year,week,total_dispensed,avg_daily,days_recorded,shortage_risk
54445,15,62,2025,45,81,40.5,2,medium
54446,15,2,2025,45,70,35.0,2,low
54447,15,78,2025,45,116,38.67,3,medium
54448,15,28,2025,45,66,33.0,2,low
54449,15,30,2025,45,62,31.0,2,low
54450,15,88,2025,45,344,172.0,2,high
54451,15,41,2025,45,40,40.0,1,low
54452,15,117,2025,45,34,34.0,1,low
54453,15,86,2025,45,52,26.0,2,low
54454,15,51,2025,45,24,24.0,1,low
54455,15,87,2025,45,146,36.5,4,medium
54456,15,27,2025,45,34,34.0,1,low
54457,15,106,2025,45,28,28.0,1,low
54458,15,6,2025,45,85,42.5,2,medium
54459,15,107,2025,45,81,40.5,2,medium
54460,15,72,2025,45,25,25.0,1,low
54461,15,110,2025,45,45,45.0,1,low
54462,15,36,2025,45,32,32.0,1,low
54463,15,50,2025,45,199,199.0,1,medium
54464,15,53,2025,45,29,29.0,1,low
54465,15,66,2025,45,30,30.0,1,low
54466,15,104,2025,45,36,36.0,1,low
54467,15,16,2025,46,132,33.0,4,medium
54468,15,110,2025,46,168,33.6,5,medium
54469,15,22,2025,46,159,31.8,5,medium
54470,15,2,2025,46,105,35.0,3,medium
54471,15,114,2025,46,90,30.0,3,medium
54472,15,25,2025,46,407,81.4,5,high
54473,15,14,2025,46,30,30.0,1,low
54474,15,46,2025,46,64,32.0,2,low
54475,15,86,2025,46,227,37.83,6,high
54476,15,93,2025,46,69,34.5,2,low
54477,15,116,2025,46,59,29.5,2,low
54478,15,52,2025,46,98,32.67,3,medium
54479,15,70,2025,46,213,35.5,6,high
54480,15,50,2025,46,594,198.0,3,high
54481,15,39,2025,46,212,35.33,6,high
54482,15,113,2025,46,30,30.0,1,low
54483,15,115,2025,46,66,33.0,2,low
54484,15,88,2025,46,610,203.33,3,high
54485,15,78,2025,46,100,33.33,3,medium
54486,15,62,2025,46,68,34.0,2,low
54487,15,29,2025,46,165,33.0,5,medium
54488,15,101,2025,46,217,36.17,6,high
54489,15,54,2025,46,145,36.25,4,medium
54490,15,13,2025,46,77,38.5,2,low
54491,15,30,2025,46,69,34.5,2,low
54492,15,72,2025,46,27,27.0,1,low
54493,15,66,2025,46,99,33.0,3,medium
54494,15,117,2025,46,100,33.33,3,medium
54495,15,83,2025,46,248,35.43,7,high
54496,15,120,2025,46,66,33.0,2,low
54497,15,105,2025,46,65,32.5,2,low
54498,15,44,2025,46,86,43.0,2,medium
54499,15,7,2025,46,83,27.67,3,medium
54500,15,59,2025,46,70,35.0,2,low
54501,15,42,2025,46,197,32.83,6,medium
54502,15,48,2025,46,28,28.0,1,low
54503,15,55,2025,46,107,35.67,3,medium
54504,15,33,2025,46,40,40.0,1,low
54505,15,80,2025,46,72,36.0,2,low
54506,15,23,2025,46,774,774.0,1,high
54507,15,75,2025,46,183,36.6,5,medium
54508,15,87,2025,46,149,37.25,4,medium
54509,15,99,2025,46,139,34.75,4,medium
54510,15,100,2025,46,86,43.0,2,medium
54511,15,41,2025,46,79,39.5,2,low
54512,15,51,2025,46,75,37.5,2,low
54513,15,103,2025,46,43,43.0,1,low
54514,15,107,2025,46,119,39.67,3,medium
54515,15,104,2025,46,25,25.0,1,low
54516,15,106,2025,46,33,33.0,1,low
54517,15,27,2025,46,41,41.0,1,low
54518,15,68,2025,46,30,30.0,1,low
54519,15,28,2025,46,34,34.0,1,low
54520,15,6,2025,46,30,30.0,1,low
54521,15,104,2025,47,142,35.5,4,medium
54522,15,42,2025,47,53,26.5,2,low
54523,15,88,2025,47,766,191.5,4,high
54524,15,54,2025,47,188,37.6,5,medium
54525,15,44,2025,47,108,36.0,3,medium
54526,15,22,2025,47,152,38.0,4,medium
54527,15,23,2025,47,3238,647.6,5,high
54528,15,68,2025,47,64,32.0,2,low
54529,15,117,2025,47,103,34.33,3,medium
54530,15,70,2025,47,67,33.5,2,low
54531,15,14,2025,47,216,36.0,6,high
54532,15,25,2025,47,246,61.5,4,high
54533,15,107,2025,47,151,37.75,4,medium
54534,15,59,2025,47,147,36.75,4,medium
54535,15,7,2025,47,149,37.25,4,medium
54536,15,36,2025,47,42,42.0,1,low
54537,15,28,2025,47,139,34.75,4,medium
54538,15,110,2025,47,64,32.0,2,low
54539,15,48,2025,47,84,42.0,2,medium
54540,15,120,2025,47,132,33.0,4,medium
54541,15,106,2025,47,153,38.25,4,medium
54542,15,99,2025,47,118,39.33,3,medium
54543,15,66,2025,47,82,27.33,3,medium
54544,15,100,2025,47,43,43.0,1,low
54545,15,109,2025,47,121,40.33,3,medium
54546,15,75,2025,47,98,32.67,3,medium
54547,15,87,2025,47,76,38.0,2,low
54548,15,101,2025,47,74,37.0,2,low
54549,15,55,2025,47,110,36.67,3,medium
54550,15,41,2025,47,73,36.5,2,low
54551,15,93,2025,47,30,30.0,1,low
54552,15,64,2025,47,103,34.33,3,medium
54553,15,103,2025,47,106,35.33,3,medium
54554,15,105,2025,47,157,39.25,4,medium
54555,15,78,2025,47,68,34.0,2,low
54556,15,115,2025,47,277,34.62,8,high
54557,15,80,2025,47,30,30.0,1,low
54558,15,46,2025,47,68,34.0,2,low
54559,15,72,2025,47,63,31.5,2,low
54560,15,27,2025,47,93,31.0,3,medium
54561,15,83,2025,47,108,36.0,3,medium
54562,15,62,2025,47,84,28.0,3,medium
54563,15,39,2025,47,91,30.33,3,medium
54564,15,50,2025,47,856,214.0,4,high
54565,15,33,2025,47,119,39.67,3,medium
54566,15,51,2025,47,58,29.0,2,low
54567,15,81,2025,47,29,29.0,1,low
54568,15,114,2025,47,38,38.0,1,low
54569,15,30,2025,47,64,32.0,2,low
54570,15,113,2025,47,40,40.0,1,low
54571,15,116,2025,47,42,42.0,1,low
54572,15,13,2025,47,27,27.0,1,low
54573,15,2,2025,47,30,30.0,1,low
54574,15,9,2025,47,364,364.0,1,high
54575,15,29,2025,47,33,33.0,1,low
54576,15,110,2025,48,177,35.4,5,medium
54577,15,54,2025,48,107,35.67,3,medium
54578,15,93,2025,48,69,34.5,2,low
54579,15,33,2025,48,34,34.0,1,low
54580,15,120,2025,48,76,38.0,2,low
54581,15,87,2025,48,170,34.0,5,medium
54582,15,100,2025,48,163,32.6,5,medium
54583,15,46,2025,48,101,33.67,3,medium
54584,15,107,2025,48,56,28.0,2,low
54585,15,2,2025,48,120,30.0,4,medium
54586,15,55,2025,48,66,33.0,2,low
54587,15,25,2025,48,289,96.33,3,high
54588,15,50,2025,48,457,228.5,2,high
54589,15,80,2025,48,130,32.5,4,medium
54590,15,103,2025,48,158,39.5,4,medium
54591,15,88,2025,48,362,181.0,2,high
54592,15,28,2025,48,135,33.75,4,medium
54593,15,41,2025,48,216,36.0,6,high
54594,15,9,2025,48,640,320.0,2,high
54595,15,42,2025,48,76,38.0,2,low
54596,15,101,2025,48,196,32.67,6,medium
54597,15,62,2025,48,75,37.5,2,low
54598,15,105,2025,48,59,29.5,2,low
54599,15,117,2025,48,130,32.5,4,medium
54600,15,75,2025,48,102,34.0,3,medium
54601,15,23,2025,48,2025,675.0,3,high
54602,15,27,2025,48,33,33.0,1,low
54603,15,14,2025,48,67,33.5,2,low
54604,15,109,2025,48,67,33.5,2,low
54605,15,53,2025,48,116,38.67,3,medium
54606,15,78,2025,48,76,38.0,2,low
54607,15,81,2025,48,243,34.71,7,high
54608,15,59,2025,48,119,29.75,4,medium
54609,15,39,2025,48,81,27.0,3,medium
54610,15,52,2025,48,104,34.67,3,medium
54611,15,70,2025,48,68,34.0,2,low
54612,15,104,2025,48,75,37.5,2,low
54613,15,22,2025,48,96,32.0,3,medium
54614,15,83,2025,48,91,30.33,3,medium
54615,15,36,2025,48,107,35.67,3,medium
54616,15,51,2025,48,38,38.0,1,low
54617,15,7,2025,48,68,34.0,2,low
54618,15,6,2025,48,147,36.75,4,medium
54619,15,30,2025,48,75,37.5,2,low
54620,15,116,2025,48,32,32.0,1,low
54621,15,29,2025,48,55,27.5,2,low
54622,15,13,2025,48,141,35.25,4,medium
54623,15,113,2025,48,111,37.0,3,medium
54624,15,44,2025,48,67,33.5,2,low
54625,15,114,2025,48,44,44.0,1,low
54626,15,16,2025,48,36,36.0,1,low
54627,15,86,2025,48,26,26.0,1,low
54628,15,107,2025,49,31,31.0,1,low
54629,15,51,2025,49,70,35.0,2,low
54630,15,78,2025,49,70,35.0,2,low
54631,15,16,2025,49,161,40.25,4,medium
54632,15,66,2025,49,92,30.67,3,medium
54633,15,99,2025,49,163,32.6,5,medium
54634,15,113,2025,49,106,35.33,3,medium
54635,15,13,2025,49,29,29.0,1,low
54636,15,106,2025,49,165,33.0,5,medium
54637,15,116,2025,49,73,36.5,2,low
54638,15,29,2025,49,103,34.33,3,medium
54639,15,114,2025,49,205,34.17,6,high
54640,15,6,2025,49,66,33.0,2,low
54641,15,88,2025,49,886,177.2,5,high
54642,15,83,2025,49,197,32.83,6,medium
54643,15,22,2025,49,100,33.33,3,medium
54644,15,86,2025,49,74,37.0,2,low
54645,15,81,2025,49,114,38.0,3,medium
54646,15,72,2025,49,72,36.0,2,low
54647,15,53,2025,49,161,32.2,5,medium
54648,15,39,2025,49,34,34.0,1,low
54649,15,70,2025,49,58,29.0,2,low
54650,15,9,2025,49,1520,304.0,5,high
54651,15,117,2025,49,183,36.6,5,medium
54652,15,68,2025,49,58,29.0,2,low
54653,15,42,2025,49,123,30.75,4,medium
54654,15,93,2025,49,262,37.43,7,high
54655,15,120,2025,49,143,35.75,4,medium
54656,15,101,2025,49,63,31.5,2,low
54657,15,59,2025,49,86,28.67,3,medium
54658,15,14,2025,49,176,35.2,5,medium
54659,15,55,2025,49,78,39.0,2,low
54660,15,62,2025,49,66,33.0,2,low
54661,15,25,2025,49,33,33.0,1,low
54662,15,100,2025,49,70,35.0,2,low
54663,15,75,2025,49,132,33.0,4,medium
54664,15,2,2025,49,97,32.33,3,medium
54665,15,104,2025,49,77,38.5,2,low
54666,15,64,2025,49,148,37.0,4,medium
54667,15,54,2025,49,136,34.0,4,medium
54668,15,115,2025,49,153,38.25,4,medium
54669,15,36,2025,49,81,40.5,2,medium
54670,15,30,2025,49,128,32.0,4,medium
54671,15,7,2025,49,49,24.5,2,low
54672,15,27,2025,49,31,31.0,1,low
54673,15,44,2025,49,66,33.0,2,low
54674,15,23,2025,49,688,344.0,2,high
54675,15,41,2025,49,37,37.0,1,low
54676,15,48,2025,49,74,37.0,2,low
54677,15,50,2025,49,191,191.0,1,medium
54678,15,52,2025,49,95,31.67,3,medium
54679,15,33,2025,49,33,33.0,1,low
54680,15,28,2025,49,28,28.0,1,low
54681,15,87,2025,49,37,37.0,1,low
54682,15,46,2025,49,83,41.5,2,medium
54683,15,103,2025,49,59,29.5,2,low
54684,15,109,2025,49,33,33.0,1,low
54685,15,70,2025,50,78,39.0,2,low
54686,15,50,2025,50,681,227.0,3,high
54687,15,110,2025,50,83,41.5,2,medium
54688,15,7,2025,50,112,37.33,3,medium
54689,15,114,2025,50,45,45.0,1,low
54690,15,64,2025,50,114,38.0,3,medium
54691,15,55,2025,50,55,27.5,2,low
54692,15,54,2025,50,106,35.33,3,medium
54693,15,75,2025,50,94,31.33,3,medium
54694,15,66,2025,50,80,40.0,2,low
54695,15,105,2025,50,173,34.6,5,medium
54696,15,52,2025,50,64,32.0,2,low
54697,15,28,2025,50,64,32.0,2,low
54698,15,87,2025,50,42,42.0,1,low
54699,15,78,2025,50,122,30.5,4,medium
54700,15,120,2025,50,89,29.67,3,medium
54701,15,86,2025,50,32,32.0,1,low
54702,15,22,2025,50,25,25.0,1,low
54703,15,104,2025,50,89,44.5,2,medium
54704,15,68,2025,50,166,33.2,5,medium
54705,15,80,2025,50,180,36.0,5,medium
54706,15,93,2025,50,159,39.75,4,medium
54707,15,14,2025,50,161,40.25,4,medium
54708,15,41,2025,50,115,38.33,3,medium
54709,15,48,2025,50,54,27.0,2,low
54710,15,59,2025,50,250,35.71,7,high
54711,15,72,2025,50,98,32.67,3,medium
54712,15,83,2025,50,31,31.0,1,low
54713,15,62,2025,50,267,38.14,7,high
54714,15,27,2025,50,61,30.5,2,low
54715,15,101,2025,50,109,36.33,3,medium
54716,15,106,2025,50,22,22.0,1,low
54717,15,42,2025,50,67,33.5,2,low
54718,15,99,2025,50,41,41.0,1,low
54719,15,116,2025,50,143,35.75,4,medium
54720,15,2,2025,50,38,38.0,1,low
54721,15,36,2025,50,35,35.0,1,low
54722,15,13,2025,50,75,37.5,2,low
54723,15,107,2025,50,70,35.0,2,low
54724,15,53,2025,50,196,39.2,5,medium
54725,15,33,2025,50,91,30.33,3,medium
54726,15,29,2025,50,24,24.0,1,low
54727,15,81,2025,50,34,34.0,1,low
54728,15,16,2025,50,59,29.5,2,low
54729,15,39,2025,50,29,29.0,1,low
54730,15,6,2025,50,23,23.0,1,low
54731,15,109,2025,50,32,32.0,1,low
54732,15,46,2025,50,33,33.0,1,low
54733,15,25,2025,50,77,38.5,2,low
54734,15,44,2025,50,67,33.5,2,low
54735,15,113,2025,50,29,29.0,1,low
54736,15,117,2025,50,34,34.0,1,low
54737,15,100,2025,50,51,25.5,2,low
54738,15,30,2025,50,39,39.0,1,low
54739,15,23,2025,50,431,431.0,1,high
54740,15,62,2025,51,187,31.17,6,medium
54741,15,80,2025,51,45,45.0,1,low
54742,15,66,2025,51,89,29.67,3,medium
54743,15,42,2025,51,161,40.25,4,medium
54744,15,27,2025,51,148,37.0,4,medium
54745,15,116,2025,51,114,38.0,3,medium
54746,15,64,2025,51,119,39.67,3,medium
54747,15,30,2025,51,95,31.67,3,medium
54748,15,70,2025,51,32,32.0,1,low
54749,15,87,2025,51,276,34.5,8,high
54750,15,100,2025,51,178,35.6,5,medium
54751,15,86,2025,51,104,34.67,3,medium
54752,15,88,2025,51,386,193.0,2,high
54753,15,22,2025,51,74,37.0,2,low
54754,15,13,2025,51,60,30.0,2,low
54755,15,117,2025,51,72,36.0,2,low
54756,15,83,2025,51,59,29.5,2,low
54757,15,28,2025,51,73,36.5,2,low
54758,15,48,2025,51,130,32.5,4,medium
54759,15,33,2025,51,28,28.0,1,low
54760,15,7,2025,51,262,32.75,8,high
54761,15,81,2025,51,87,29.0,3,medium
54762,15,93,2025,51,75,37.5,2,low
54763,15,41,2025,51,151,37.75,4,medium
54764,15,2,2025,51,101,33.67,3,medium
54765,15,36,2025,51,56,28.0,2,low
54766,15,106,2025,51,104,34.67,3,medium
54767,15,114,2025,51,64,32.0,2,low
54768,15,103,2025,51,75,37.5,2,low
54769,15,39,2025,51,92,30.67,3,medium
54770,15,51,2025,51,72,36.0,2,low
54771,15,53,2025,51,67,33.5,2,low
54772,15,68,2025,51,63,31.5,2,low
54773,15,50,2025,51,171,171.0,1,medium
54774,15,14,2025,51,103,34.33,3,medium
54775,15,46,2025,51,64,32.0,2,low
54776,15,113,2025,51,75,37.5,2,low
54777,15,44,2025,51,150,37.5,4,medium
54778,15,105,2025,51,93,31.0,3,medium
54779,15,72,2025,51,157,39.25,4,medium
54780,15,115,2025,51,29,29.0,1,low
54781,15,110,2025,51,141,35.25,4,medium
54782,15,29,2025,51,138,34.5,4,medium
54783,15,99,2025,51,28,28.0,1,low
54784,15,6,2025,51,42,42.0,1,low
54785,15,59,2025,51,44,44.0,1,low
54786,15,104,2025,51,55,27.5,2,low
54787,15,107,2025,51,104,34.67,3,medium
54788,15,78,2025,51,66,33.0,2,low
54789,15,23,2025,51,408,408.0,1,high
54790,15,9,2025,51,311,311.0,1,high
54791,15,120,2025,51,141,35.25,4,medium
54792,15,16,2025,51,31,31.0,1,low
54793,15,55,2025,52,102,34.0,3,medium
54794,15,59,2025,52,193,32.17,6,medium
54795,15,104,2025,52,73,36.5,2,low
54796,15,25,2025,52,267,33.38,8,high
54797,15,72,2025,52,88,44.0,2,medium
54798,15,68,2025,52,136,34.0,4,medium
54799,15,86,2025,52,125,31.25,4,medium
54800,15,109,2025,52,190,38.0,5,medium
54801,15,14,2025,52,173,34.6,5,medium
54802,15,52,2025,52,146,36.5,4,medium
54803,15,110,2025,52,180,36.0,5,medium
54804,15,36,2025,52,102,34.0,3,medium
54805,15,107,2025,52,210,35.0,6,high
54806,15,13,2025,52,205,34.17,6,high
54807,15,7,2025,52,148,37.0,4,medium
54808,15,80,2025,52,178,35.6,5,medium
54809,15,116,2025,52,81,40.5,2,medium
54810,15,105,2025,52,127,31.75,4,medium
54811,15,117,2025,52,77,25.67,3,low
54812,15,113,2025,52,186,37.2,5,medium
54813,15,27,2025,52,66,33.0,2,low
54814,15,28,2025,52,70,35.0,2,low
54815,15,53,2025,52,27,27.0,1,low
54816,15,30,2025,52,106,35.33,3,medium
54817,15,50,2025,52,622,207.33,3,high
54818,15,114,2025,52,129,32.25,4,medium
54819,15,101,2025,52,100,33.33,3,medium
54820,15,6,2025,52,56,28.0,2,low
54821,15,41,2025,52,73,36.5,2,low
54822,15,70,2025,52,102,34.0,3,medium
54823,15,46,2025,52,24,24.0,1,low
54824,15,39,2025,52,194,32.33,6,medium
54825,15,103,2025,52,137,34.25,4,medium
54826,15,87,2025,52,77,38.5,2,low
54827,15,51,2025,52,66,33.0,2,low
54828,15,115,2025,52,53,26.5,2,low
54829,15,23,2025,52,1867,373.4,5,high
54830,15,16,2025,52,72,36.0,2,low
54831,15,2,2025,52,168,33.6,5,medium
54832,15,42,2025,52,136,34.0,4,medium
54833,15,99,2025,52,36,36.0,1,low
54834,15,120,2025,52,102,34.0,3,medium
54835,15,81,2025,52,120,30.0,4,medium
54836,15,54,2025,52,52,26.0,2,low
54837,15,33,2025,52,100,33.33,3,medium
54838,15,62,2025,52,118,29.5,4,medium
54839,15,100,2025,52,195,39.0,5,medium
54840,15,44,2025,52,64,32.0,2,low
54841,15,83,2025,52,59,29.5,2,low
54842,15,48,2025,52,81,27.0,3,medium
54843,15,78,2025,52,53,26.5,2,low
54844,15,64,2025,52,59,29.5,2,low
54845,15,22,2025,52,33,33.0,1,low
54846,15,88,2025,52,449,224.5,2,high
54847,15,66,2025,52,33,33.0,1,low
54848,15,106,2025,52,39,39.0,1,low
54849,15,29,2025,52,46,46.0,1,low
54850,15,75,2025,52,65,32.5,2,low
54851,15,9,2025,52,237,237.0,1,high
54852,15,93,2025,52,67,33.5,2,low
54853,15,107,2026,1,224,37.33,6,high
54854,15,53,2026,1,114,38.0,3,medium
54855,15,113,2026,1,67,33.5,2,low
54856,15,28,2026,1,114,28.5,4,medium
54857,15,86,2026,1,64,32.0,2,low
54858,15,52,2026,1,187,37.4,5,medium
54859,15,117,2026,1,129,32.25,4,medium
54860,15,120,2026,1,101,33.67,3,medium
54861,15,6,2026,1,176,35.2,5,medium
54862,15,16,2026,1,180,30.0,6,medium
54863,15,14,2026,1,137,34.25,4,medium
54864,15,105,2026,1,138,34.5,4,medium
54865,15,30,2026,1,26,26.0,1,low
54866,15,114,2026,1,70,35.0,2,low
54867,15,100,2026,1,187,31.17,6,medium
54868,15,29,2026,1,116,38.67,3,medium
54869,15,22,2026,1,247,35.29,7,high
54870,15,64,2026,1,195,32.5,6,medium
54871,15,42,2026,1,67,33.5,2,low
54872,15,50,2026,1,313,156.5,2,high
54873,15,55,2026,1,55,27.5,2,low
54874,15,78,2026,1,57,28.5,2,low
54875,15,23,2026,1,2098,299.71,7,high
54876,15,93,2026,1,163,40.75,4,medium
54877,15,66,2026,1,185,30.83,6,medium
54878,15,2,2026,1,119,39.67,3,medium
54879,15,109,2026,1,166,33.2,5,medium
54880,15,75,2026,1,143,35.75,4,medium
54881,15,81,2026,1,108,36.0,3,medium
54882,15,13,2026,1,74,37.0,2,low
54883,15,101,2026,1,68,34.0,2,low
54884,15,62,2026,1,31,31.0,1,low
54885,15,54,2026,1,76,38.0,2,low
54886,15,80,2026,1,71,35.5,2,low
54887,15,116,2026,1,73,24.33,3,low
54888,15,106,2026,1,145,36.25,4,medium
54889,15,110,2026,1,185,37.0,5,medium
54890,15,103,2026,1,189,31.5,6,medium
54891,15,51,2026,1,35,35.0,1,low
54892,15,87,2026,1,71,35.5,2,low
54893,15,36,2026,1,113,37.67,3,medium
54894,15,41,2026,1,42,42.0,1,low
54895,15,99,2026,1,26,26.0,1,low
54896,15,46,2026,1,46,46.0,1,low
54897,15,104,2026,1,210,35.0,6,high
54898,15,25,2026,1,64,32.0,2,low
54899,15,33,2026,1,137,34.25,4,medium
54900,15,48,2026,1,75,37.5,2,low
54901,15,83,2026,1,122,30.5,4,medium
54902,15,70,2026,1,101,33.67,3,medium
54903,15,7,2026,1,86,28.67,3,medium
54904,15,72,2026,1,26,26.0,1,low
54905,15,27,2026,1,66,33.0,2,low
54906,15,68,2026,1,28,28.0,1,low
54907,15,59,2026,1,122,40.67,3,medium
54908,15,88,2026,1,138,138.0,1,medium
54909,15,105,2026,2,119,29.75,4,medium
54910,15,113,2026,2,260,37.14,7,high
54911,15,70,2026,2,190,38.0,5,medium
54912,15,87,2026,2,168,33.6,5,medium
54913,15,101,2026,2,45,45.0,1,low
54914,15,110,2026,2,103,34.33,3,medium
54915,15,99,2026,2,31,31.0,1,low
54916,15,14,2026,2,222,37.0,6,high
54917,15,81,2026,2,63,31.5,2,low
54918,15,7,2026,2,151,37.75,4,medium
54919,15,100,2026,2,128,32.0,4,medium
54920,15,48,2026,2,111,37.0,3,medium
54921,15,93,2026,2,274,34.25,8,high
54922,15,6,2026,2,43,43.0,1,low
54923,15,117,2026,2,37,37.0,1,low
54924,15,27,2026,2,179,35.8,5,medium
54925,15,64,2026,2,79,26.33,3,low
54926,15,86,2026,2,123,41.0,3,medium
54927,15,52,2026,2,123,41.0,3,medium
54928,15,23,2026,2,562,281.0,2,high
54929,15,16,2026,2,134,33.5,4,medium
54930,15,41,2026,2,136,34.0,4,medium
54931,15,30,2026,2,204,34.0,6,high
54932,15,115,2026,2,107,35.67,3,medium
54933,15,42,2026,2,106,35.33,3,medium
54934,15,22,2026,2,76,38.0,2,low
54935,15,50,2026,2,1145,190.83,6,high
54936,15,54,2026,2,190,38.0,5,medium
54937,15,116,2026,2,127,31.75,4,medium
54938,15,107,2026,2,92,30.67,3,medium
54939,15,68,2026,2,123,30.75,4,medium
54940,15,53,2026,2,98,32.67,3,medium
54941,15,72,2026,2,146,36.5,4,medium
54942,15,103,2026,2,170,34.0,5,medium
54943,15,46,2026,2,55,27.5,2,low
54944,15,2,2026,2,208,34.67,6,high
54945,15,28,2026,2,96,32.0,3,medium
54946,15,120,2026,2,130,32.5,4,medium
54947,15,78,2026,2,102,34.0,3,medium
54948,15,88,2026,2,553,184.33,3,high
54949,15,29,2026,2,102,34.0,3,medium
54950,15,109,2026,2,26,26.0,1,low
54951,15,39,2026,2,108,36.0,3,medium
54952,15,33,2026,2,67,33.5,2,low
54953,15,62,2026,2,70,35.0,2,low
54954,15,44,2026,2,76,38.0,2,low
54955,15,51,2026,2,76,38.0,2,low
54956,15,55,2026,2,41,41.0,1,low
54957,15,114,2026,2,68,34.0,2,low
54958,15,36,2026,2,37,37.0,1,low
54959,15,66,2026,2,91,30.33,3,medium
54960,15,59,2026,2,34,34.0,1,low
54961,15,9,2026,2,726,363.0,2,high
54962,15,80,2026,2,41,41.0,1,low
54963,15,88,2026,3,801,160.2,5,high
54964,15,115,2026,3,59,29.5,2,low
54965,15,86,2026,3,183,36.6,5,medium
54966,15,39,2026,3,115,28.75,4,medium
54967,15,6,2026,3,99,33.0,3,medium
54968,15,68,2026,3,180,36.0,5,medium
54969,15,116,2026,3,135,33.75,4,medium
54970,15,103,2026,3,211,35.17,6,high
54971,15,23,2026,3,1554,259.0,6,high
54972,15,44,2026,3,164,41.0,4,medium
54973,15,13,2026,3,60,30.0,2,low
54974,15,78,2026,3,123,30.75,4,medium
54975,15,7,2026,3,138,34.5,4,medium
54976,15,27,2026,3,239,34.14,7,high
54977,15,80,2026,3,108,36.0,3,medium
54978,15,107,2026,3,64,32.0,2,low
54979,15,101,2026,3,57,28.5,2,low
54980,15,106,2026,3,73,36.5,2,low
54981,15,117,2026,3,80,40.0,2,low
54982,15,9,2026,3,507,253.5,2,high
54983,15,14,2026,3,123,30.75,4,medium
54984,15,75,2026,3,145,36.25,4,medium
54985,15,93,2026,3,160,40.0,4,medium
54986,15,30,2026,3,64,32.0,2,low
54987,15,72,2026,3,132,33.0,4,medium
54988,15,41,2026,3,77,38.5,2,low
54989,15,42,2026,3,71,35.5,2,low
54990,15,64,2026,3,107,35.67,3,medium
54991,15,48,2026,3,106,35.33,3,medium
54992,15,120,2026,3,96,32.0,3,medium
54993,15,62,2026,3,116,38.67,3,medium
54994,15,110,2026,3,161,32.2,5,medium
54995,15,54,2026,3,109,36.33,3,medium
54996,15,109,2026,3,164,32.8,5,medium
54997,15,36,2026,3,79,39.5,2,low
54998,15,25,2026,3,25,25.0,1,low
54999,15,70,2026,3,88,44.0,2,medium
55000,15,33,2026,3,160,40.0,4,medium
55001,15,114,2026,3,39,39.0,1,low
55002,15,2,2026,3,27,27.0,1,low
55003,15,50,2026,3,158,158.0,1,medium
55004,15,100,2026,3,68,34.0,2,low
55005,15,55,2026,3,28,28.0,1,low
55006,15,53,2026,3,51,25.5,2,low
55007,15,104,2026,3,149,37.25,4,medium
55008,15,81,2026,3,30,30.0,1,low
55009,15,83,2026,3,107,35.67,3,medium
55010,15,66,2026,3,133,33.25,4,medium
55011,15,113,2026,3,30,30.0,1,low
55012,15,46,2026,3,69,34.5,2,low
55013,15,22,2026,3,70,35.0,2,low
55014,15,59,2026,3,68,34.0,2,low
55015,15,28,2026,3,38,38.0,1,low
55016,15,51,2026,3,34,34.0,1,low
55017,15,105,2026,3,39,39.0,1,low
55018,15,99,2026,4,58,29.0,2,low
55019,15,6,2026,4,73,36.5,2,low
55020,15,46,2026,4,111,37.0,3,medium
55021,15,113,2026,4,97,32.33,3,medium
55022,15,114,2026,4,32,32.0,1,low
55023,15,110,2026,4,115,28.75,4,medium
55024,15,109,2026,4,89,29.67,3,medium
55025,15,64,2026,4,65,32.5,2,low
55026,15,52,2026,4,77,38.5,2,low
55027,15,53,2026,4,80,40.0,2,low
55028,15,62,2026,4,109,36.33,3,medium
55029,15,22,2026,4,159,39.75,4,medium
55030,15,86,2026,4,87,43.5,2,medium
55031,15,83,2026,4,96,32.0,3,medium
55032,15,59,2026,4,72,36.0,2,low
55033,15,105,2026,4,82,41.0,2,medium
55034,15,41,2026,4,59,29.5,2,low
55035,15,101,2026,4,39,39.0,1,low
55036,15,66,2026,4,65,32.5,2,low
55037,15,93,2026,4,168,33.6,5,medium
55038,15,28,2026,4,159,31.8,5,medium
55039,15,51,2026,4,131,32.75,4,medium
55040,15,39,2026,4,112,37.33,3,medium
55041,15,106,2026,4,27,27.0,1,low
55042,15,80,2026,4,47,23.5,2,low
55043,15,115,2026,4,40,40.0,1,low
55044,15,100,2026,4,28,28.0,1,low
55045,15,30,2026,4,26,26.0,1,low
55046,15,44,2026,4,82,41.0,2,medium
55047,15,14,2026,4,101,33.67,3,medium
55048,15,116,2026,4,148,37.0,4,medium
55049,15,78,2026,4,103,34.33,3,medium
55050,15,81,2026,4,43,43.0,1,low
55051,15,87,2026,4,67,33.5,2,low
55052,15,33,2026,4,61,30.5,2,low
55053,15,25,2026,4,73,36.5,2,low
55054,15,55,2026,4,41,41.0,1,low
55055,15,29,2026,4,42,42.0,1,low
55056,15,27,2026,4,102,34.0,3,medium
55057,15,68,2026,4,27,27.0,1,low
55058,15,48,2026,4,45,45.0,1,low
55059,15,117,2026,4,26,26.0,1,low
55060,15,107,2026,4,99,33.0,3,medium
55061,15,2,2026,4,30,30.0,1,low
55062,15,23,2026,4,578,289.0,2,high
55063,15,75,2026,4,28,28.0,1,low
55064,15,42,2026,4,39,39.0,1,low
55065,15,120,2026,4,45,45.0,1,low
